Contract Year,Type,Client,Project,End Country,Application,Upgrade,Voltage,Inductive Rating,Capacitive Rating
1985,SVC,Kansas Gas & Electric,Murray Gill,USA,Utility,N,138.0,25.0,200.0
1985,SVC,Ygec,Sanaa,Yemen,Utility,N,132.0,0.0,30.0
1985,FSC,Hydro-Québec,Kamouraska 1,Canada,Utility,N,315.0,,192.0
1985,FSC,Hydro-Québec,Kamouraska 2,Canada,Utility,N,315.0,,192.0
1985,FSC,Hydro-Québec,Kamouraska 3,Canada,Utility,N,315.0,,192.0
1985,FSC,Hydro-Québec,Kamouraska 4,Canada,Utility,N,315.0,,192.0
1985,FSC,Hydro-Québec,Joutel,Canada,Utility,N,120.0,,25.0
1985,FSC,Statnett,Evje,Norway,Utility,N,300.0,,432.0
1985,FSC,Statnett,Arendal,Norway,Utility,N,300.0,,234.0
1984,SVC,Lenin Steel,Pernik 1,Bulgaria,Industry,N,38.0,,0.0
1984,SVC,Alberta Power,Bonnyville,Canada,Utility,N,144.0,25.0,25.0
1984,SVC,Siderurgica Sevillana,Sevillana,Spain,Industry,N,16.0,0.0,60.0
1984,SVC,G.T.S. Industries,Dunkerque SOLLAC,France,Rolling Mill,N,90.0,0.0,66.0
1984,SVC,Avesta Sheffield,Degerfors,Sweden,Industry,N,20.0,10.0,50.0
1984,SVC,Cukurova,Izmir 3,Turkey,Industry,N,35.0,0.0,80.0
1984,SVC,Habas,Izmir,Turkey,Industry,N,35.0,0.0,60.0
1984,SVC,Cukurova,Izmir 4,Turkey,Industry,N,35.0,0.0,80.0
1984,SVC,Tucson Electric Power,Tucson Arizona,USA,Utility,N,11.0,0.0,30.0
1984,SVC,ULCO,Kimberley,South Africa,Rolling Mill,N,11.0,0.0,6.0
1984,SVC,ULCO,Kimberley,South Africa,Rolling Mill,N,11.0,0.0,6.0
1984,SVC,ULCO,Kimberley,South Africa,Rolling Mill,N,11.0,0.0,6.0
1984,SVC,Saudi Electricity Company (SEC),Faras,Saudi Arabia,Utility,N,380.0,200.0,0.0
1984,SVC,Saudi Electricity Company (SEC),Shedgum,Saudi Arabia,Utility,N,380.0,200.0,0.0
1984,FSC,San Diego Gas & Electric,Imperial Valley 1,USA,Utility,N,500.0,,150.0
1984,FSC,San Diego Gas & Electric,Imperial Valley 2,USA,Utility,N,500.0,,150.0
1983,FSC,Pacific Gas & Electric,Vaca Dixon,USA,Utility,N,500.0,,384.0
1983,FSC,Pacific Gas & Electric,Table Mountain 1,USA,Utility,N,500.0,,600.0
1983,FSC,Pacific Gas & Electric,Table Mountain 2,USA,Utility,N,500.0,,384.0
1983,FSC,Pacific Gas & Electric,Table Mountain 3,USA,Utility,N,500.0,,
1983,FSC,Pacific Gas & Electric,T esla,USA,Utility,N,500.0,,600.0
1983,SVC,Transalta,Langdon Alberta,Canada,Utility,N,240.0,250.0,250.0
1983,SVC,British Steel,Port Talbot 1,Kingdom,Rolling Mill,N,11.0,0.0,42.0
1983,SVC,British Steel,Port Talbot 2,Kingdom,Rolling Mill,N,11.0,0.0,42.0
1983,SVC,Halyps,Volos,Greece,Industry,N,20.0,0.0,32.0
1983,SVC,New Zealand Steel,South Auckland,New Zealand,Industry,N,33.0,0.0,30.0
1983,SVC,Colakoglu,Gebze,Turkey,Industry,N,35.0,0.0,40.0
1983,SVC,Metas,Izmir,Turkey,Industry,N,35.0,0.0,40.0
1983,FSC,Bonneville Power Administration,Garrison 1,USA,Utility,N,500.0,,281.0
1983,FSC,Bonneville Power Administration,Garrison 2,USA,Utility,N,500.0,,281.0
1983,FSC,Bonneville Power Administration,Garrison 3,USA,Utility,N,500.0,,281.0
1983,FSC,Bonneville Power Administration,Garrison 4,USA,Utility,N,500.0,,281.0
1983,SVC,Icdas,Istanbul 1,Turkey,Industry,N,35.0,0.0,30.0
1982,SVC,Sid Mendes Junior,Juiz de Fora 1,Brazil,Industry,N,22.0,0.0,45.0
1982,SVC,Dofasco,Hamilton 1,Canada,Rolling Mill,N,14.0,0.0,60.0
1982,SVC,Hydro-Québec,La Verendrye 2,Canada,Utility,N,735.0,110.0,330.0
1982,SVC,Hydro-Québec,La Verendrye 1,Canada,Utility,N,735.0,110.0,330.0
1982,SVC,Hydro-Québec,Chibougamau 1,Canada,Utility,N,735.0,110.0,330.0
1982,SVC,Hydro-Québec,Chibougamau 2,Canada,Utility,N,735.0,110.0,330.0
1982,SVC,Hydro-Québec,Chateauguay 2,Canada,Utility,N,120.0,0.0,270.0
1982,SVC,Marcial Ucin,Azpeitia,Spain,Industry,N,31.0,,45.0
1982,SVC,Rourkela Steel,Rourkela 1,India,Rolling Mill,N,7.0,0.0,6.5
1982,SVC,Rourkela Steel,Rourkela 2,India,Rolling Mill,N,7.0,6.5,6.5
1982,SVC,Belarusian Steel Works,Zhlobin,Belarus,Industry,N,33.0,10.0,130.0
1982,SVC,W estinghouse,West Mifflin Penn,USA,Industry,N,4.0,0.0,10.0
1982,SVC,Timken,Canton Ohio,USA,Industry,N,35.0,0.0,85.0
1982,SVC,Plains Electric,Clapham New Mex,USA,Utility,N,13.0,0.0,50.0
1982,SVC,Tucson Electric Power,Tucson Arizona,USA,Utility,N,11.0,0.0,30.0
1982,FSC,Comisión Federal de Electricidad,Temascal 1,Mexico,Utility,N,400.0,,259.0
1982,FSC,Comisión Federal de Electricidad,Temascal 2,Mexico,Utility,N,400.0,,259.0
1981,SVC,Aires (SEGBA),Rodriguez 2,Argentina,Utility,N,500.0,160.0,160.0
1981,SVC,Aires (SEGBA),Rodriguez 1,Argentina,Utility,N,500.0,160.0,160.0
1981,SVC,Smorgons Steel,Victoria,Australia,Industry,N,22.0,0.0,49.0
1981,SVC,Victoria,Rowville 1,Australia,Utility,N,220.0,60.0,100.0
1981,SVC,Victoria,Rowville 2,Australia,Utility,N,220.0,60.0,100.0
1981,SVC,Algoma Steel,Sault Ste Marie,Canada,Industry,N,12.0,0.0,20.0
1981,SVC,Hydro-Québec,Chateauguay,Canada,Utility,N,120.0,0.0,270.0
1981,SVC,Bokaro Steel,Bokaro 2,India,Industry,N,11.0,0.0,30.0
1981,SVC,Bokaro Steel,Bokaro 3,India,Industry,N,11.0,0.0,23.0
1981,SVC,Bokaro Steel,Bokaro 1,India,Industry,N,11.0,0.0,23.0
1981,SVC,Statnett,Röd,Norway,Utility,N,420.0,250.0,250.0
1981,SVC,Edelca,San Geronimo,Venezuela,Utility,N,765.0,280.0,300.0
1981,SVC,Edelca,La Horqueta,Venezuela,Utility,N,765.0,280.0,300.0
1981,SVC,SOE,Tripoli,Libya,Utility,N,230.0,0.0,50.0
1981,SVC,SOE,Tripoli,Libya,Utility,N,230.0,0.0,50.0
1981,SVC,SOE,Tripoli,Libya,Utility,N,230.0,0.0,50.0
1981,SVC,SOE,Tripoli,Libya,Utility,N,230.0,0.0,50.0
1981,FSC,Bonneville Power Administration,Columbia 1,USA,Utility,N,500.0,0.0,276.0
1981,FSC,Bonneville Power Administration,Columbia 2,USA,Utility,N,500.0,0.0,276.0
1980,FSC,(CFE),Puebla 2,Mexico,Utility,N,400.0,0.0,244.0
1980,FSC,(CFE),Minititlan 1,Mexico,Utility,N,400.0,0.0,37.0
1980,FSC,(CFE),Minititlan 2,Mexico,Utility,N,400.0,,37.0
1980,FSC,(CFE),Coatzacoalcos 1,Mexico,Utility,N,400.0,0.0,37.0
1980,SVC,Hidro Nitro Espanola,Monzon,Spain,Industry,N,66.0,,99.0
1980,SVC,CNTIC,Wu Han 1,China,Utility,N,500.0,20.0,120.0
1980,SVC,CNTIC,Wu Han 2,China,Utility,N,500.0,20.0,120.0
1980,SVC,CERN,CERN,France,Utility,N,18.0,0.0,20.0
1980,SVC,Nisic,AHWAZ 3,Iran,Industry,N,30.0,0.0,150.0
1980,SVC,Nisic,AHWAZ 2,Iran,Industry,N,30.0,0.0,150.0
1980,SVC,Nisic,AHWAZ 1,Iran,Industry,N,30.0,0.0,150.0
1980,SVC,T avanir,Omedieh,Iran,Utility,N,420.0,0.0,300.0
1980,SVC,(CFE),Temascal,Mexico,Utility,N,400.0,300.0,300.0
1980,SVC,(CFE),Acatlan,Mexico,Utility,N,400.0,200.0,0.0
1980,SVC,CAVM,S. E. Planta 5,Mexico,Utility,N,115.0,0.0,30.0
1980,SVC,CAVM,S. E. Planta 4,Mexico,Utility,N,115.0,0.0,40.0
1980,SVC,CAVM,S. E. Planta 3,Mexico,Utility,N,115.0,0.0,40.0
1980,SVC,(CFE),Puebla,Mexico,Utility,N,230.0,0.0,200.0
1980,SVC,Amalgamated Steel,Kuala Lumpur,Malaysia,Industry,N,15.0,0.0,50.0
1980,SVC,Ajaokuta Steel,Ajaokuta 1,Nigeria,Industry,N,11.0,0.0,7.0
1980,SVC,Ajaokuta Steel,Ajaokuta 2,Nigeria,Industry,N,11.0,0.0,9.0
1980,SVC,Statnett,Hasle,Norway,Utility,N,420.0,0.0,360.0
1980,SVC,Statnett,Kvandal,Norway,Utility,N,420.0,160.0,160.0
1980,SVC,(OEMK),Kursk 1,Russia,Industry,N,110.0,0.0,90.0
1980,SVC,(OEMK),Kursk 2,Russia,Industry,N,110.0,0.0,90.0
1980,SVC,Vattenfall,Hagby,Sweden,Utility,N,220.0,200.0,200.0
1980,SVC,Cathedral Bluffs Shale,Rifle Colorado,USA,Industry,N,13.0,0.0,15.0
1980,FSC,(CFE),Tecali 1,Mexico,Utility,N,400.0,0.0,66.0
1980,FSC,(CFE),Tecali 2,Mexico,Utility,N,400.0,0.0,142.0
1980,FSC,(CFE),Puebla 1,Mexico,Utility,N,400.0,0.0,244.0
1979,SVC,VEB Kaltwalswerk,Oranienburg,Germany,Industry,N,15.0,,
1979,SVC,Swedish Steel,Borlänge,Sweden,Industry,N,10.0,,
1979,SVC,Cukurova,Izmir 2,Turkey,Industry,N,35.0,,
1979,SVC,Cukurova,Izmir 1,Turkey,Industry,N,35.0,,
1979,SVC,EPRI,Butte Montana,USA,Industry,N,12.0,,
1979,SVC,Bethlehem Steel,Johnstown Penns,USA,Industry,N,35.0,,
1979,SVC,Structural Metals,Seguin Texas,USA,Industry,N,13.0,,
1979,SVC,Bethlehem Steel,Johnstown Penns,USA,Industry,N,35.0,,
1979,FSC,Turkish Electricity Authority (TEK),Nevsehir 1,Turkey,Utility,N,400.0,,
1979,FSC,Turkish Electricity Authority (TEK),Nevsehir 2,Turkey,Utility,N,400.0,,
1979,FSC,Turkish Electricity Authority (TEK),Osmaniye,Turkey,Utility,N,400.0,,
1979,FSC,Turkish Electricity Authority (TEK),Seydisehir,Turkey,Utility,N,400.0,,
1978,SVC,Halyvourgiki,Volos,Greece,Industry,N,15.0,,
1978,SVC,Vattenfall,Slite,Sweden,Industry,N,6.0,,
1978,SVC,Lukens Steel,Coatesville Penns,USA,Industry,N,14.0,,
1978,SVC,Florida Steel,Croft N C,USA,Industry,N,13.0,,
1978,SVC,Mexico (PNM),Farmington N Mex,USA,Utility,N,11.0,,
1978,SVC,Mexico (PNM),Farmington N Mex,USA,Utility,N,11.0,,
1978,SVC,American Electric Power,Beaver Creek,USA,Utility,N,138.0,,
1978,SVC,Eskom,Ferrum,South Africa,Utility,N,132.0,,30.0
1977,SVC,Comisión Federal de Electricidad,Carmargo1,Mexico,Utility,N,230.0,50.0,100.0
1977,SVC,Vitkovice,Ostrava,Republic,Industry,N,22.0,,
1977,SVC,VEB Stahl und Walzwerk,Brandenburg,Germany,Industry,N,30.0,,
1977,SVC,SNS,El Hadjar,Algeria,Industry,N,63.0,,
1977,SVC,FMI,Delta Steel 1,Nigeria,Industry,N,33.0,,
1977,SVC,FMI,Delta Steel 2,Nigeria,Industry,N,33.0,,
1977,SVC,FMI,Delta Steel 3,Nigeria,Industry,N,33.0,,
1977,FSC,Comisión Federal de Electricidad,Culiacan 1,Mexico,Utility,N,230.0,,
1977,SVC,Comisión Federal de Electricidad,Durango 1,Mexico,Utility,N,230.0,50.0,150.0
1977,FSC,USBR,Archer,USA,Utility,N,230.0,,
1977,FSC,USBR,Ault,USA,Utility,N,345.0,,
1977,FSC,Tucson Gas & Electric,McKinley 1,USA,Utility,N,345.0,,
1977,FSC,Tucson Gas & Electric,McKinley 2,USA,Utility,N,345.0,,
1976,SVC,Furnas,Guayaquil,Ecuador,Industry,N,27.0,,
1976,SVC,Barata,Surabaya,Indonesia,Industry,N,6.0,,
1976,SVC,EDS,Damaskus,Syrian Arab,Utility,N,66.0,,
1976,SVC,Minnesota Power & Light,Duluth Minnesota,USA,Utility,N,14.0,,
1975,SVC,El Fouladh,El Fouladh,Tunisia,Industry,N,11.0,0.0,45.0
1975,FSC,Eskom,Aires,South Africa,Utility,N,400.0,,
1975,FSC,Eskom,Kronos,South Africa,Utility,N,400.0,,
1975,FSC,Eskom,Helios,South Africa,Utility,N,400.0,,
1975,FSC,Eskom,Juno,South Africa,Utility,N,400.0,,
1975,FSC,Eskom,Aurora,South Africa,Utility,N,400.0,,
1975,FSC,Pacific Power & Light,Jim Bridger 1,USA,Utility,N,345.0,,
1975,FSC,Pacific Power & Light,Jim Bridger 2,USA,Utility,N,345.0,,
1975,FSC,Pacific Power & Light,Jim Bridger 3,USA,Utility,N,345.0,,
1975,FSC,Arizona Public Service,Cholla 3,USA,Utility,N,500.0,,
1975,FSC,Arizona Public Service,Saguaro,USA,Utility,N,500.0,,
1975,FSC,Hidronor,Henderson 2,Argentina,Utility,N,500.0,,596.0
1975,FSC,Hidronor,Puelches 2,Argentina,Utility,N,500.0,,681.0
1974,SVC,DFDSV,Frederiksvaerk,Denmark,Industry,N,30.0,,
1974,SVC,DFDSV,Frederiksvaerk,Denmark,Industry,N,30.0,,
1974,SVC,Outokumpu,T orneå,Finland,Industry,N,20.0,,
1974,SVC,SKF Steel,Hällefors,Sweden,Industry,N,33.0,,
1974,SVC,Ameron Steel,Etiwanda Calif,USA,Industry,N,33.0,,
1974,FSC,Eskom,Nestor 2,South Africa,Utility,N,400.0,,
1974,FSC,Black Hills Power & Light,Spearfish,USA,Utility,N,230.0,,
1974,FSC,Black Hills Power & Light,Springs,USA,Utility,N,230.0,,
1974,FSC,USBR,Liberty,USA,Utility,N,345.0,,
1974,FSC,USBR,Mead,USA,Utility,N,345.0,,
1974,FSC,Idaho Power,Borah,USA,Utility,N,345.0,,
1974,FSC,Idaho Power,Kinport,USA,Utility,N,345.0,,
1974,FSC,Utah P&L,Goshen,USA,Utility,N,345.0,,
1974,FSC,Tucson Gas & Electric,Vail,USA,Utility,N,345.0,,
1974,FSC,Tucson Gas & Electric,Greenlee,USA,Utility,N,345.0,,286.0
1973,SVC,Halmstads Järnverk,Halmstad,Sweden,Industry,N,20.0,,
1973,FSC,Eskom,Victoria 2,South Africa,Utility,N,400.0,,
1973,FSC,Eskom,Victoria 1,South Africa,Utility,N,400.0,,
1973,FSC,Arizona Public Service,Westwing 2,USA,Utility,N,500.0,,
1973,FSC,Arizona Public Service,Westwing 1,USA,Utility,N,500.0,,
1973,FSC,Eskom,Luckhoff 1,South Africa,Utility,N,400.0,,530.0
1973,FSC,Eskom,Luckhoff 2,South Africa,Utility,N,400.0,,530.0
1972,FSC,Pacific Gas & Electric,Midway 3,USA,Utility,N,500.0,,
1972,SVC,Smedjebacken,Smedjebacken,Sweden,Industry,N,20.0,,
1972,SVC,Auburn Steel,Auburn New York,USA,Industry,N,14.0,,
1972,SVC,Iscor,Vanderbijlpark,South Africa,Industry,N,30.0,,
1972,FSC,Statnett,Majavatn,Norway,Utility,N,275.0,,
1972,FSC,Eskom,Komsberg 1,South Africa,Utility,N,400.0,,237.0
1972,FSC,Eskom,Komsberg 2,South Africa,Utility,N,400.0,,216.0
1972,FSC,Eskom,Nestor 1,South Africa,Utility,N,400.0,,
1972,FSC,Eskom,Nestor 3,South Africa,Utility,N,400.0,,
1972,FSC,Vattenfall,Stöde,Sweden,Utility,N,400.0,,493.0
1972,FSC,Southern California Edison,Vincent,USA,Utility,N,500.0,,
1972,FSC,Turkish Electricity Authority (TEK),Kayseri 1,Turkey,Utility,N,400.0,,
1972,FSC,Turkish Electricity Authority (TEK),Kayseri 2,Turkey,Utility,N,400.0,,
1971,FSC,Power,Victorville,USA,Utility,N,500.0,,
1970,FSC,Power,McCallough 2,USA,Utility,N,500.0,,
1970,FSC,Power,McCallough 1,USA,Utility,N,500.0,,
1970,FSC,Arizona Public Service,Pinnacle Peak 3,USA,Utility,N,345.0,,
1970,FSC,Arizona Public Service,Pinnacle Peak 4,USA,Utility,N,345.0,,
1970,FSC,Arizona Public Service,Navajo 3,USA,Utility,N,500.0,,
1970,FSC,Arizona Public Service,Navajo 2,USA,Utility,N,500.0,,
1970,FSC,Arizona Public Service,Navajo 1,USA,Utility,N,500.0,,
1970,FSC,Arizona Public Service,Moenkopi 4,USA,Utility,N,500.0,,
1970,FSC,Arizona Public Service,Moenkopi 3,USA,Utility,N,500.0,,
1970,SVC,Norsk Jernverk,Bergen,Norway,Industry,N,10.0,,
1970,SVC,Domnarvets Jernverk,Borlänge,Sweden,Industry,N,20.0,,
1968,FSC,USBR,Pinnacle Peak 1,USA,Utility,N,345.0,,
1968,FSC,USBR,Pinnacle Peak 3,USA,Utility,N,345.0,,
1968,FSC,USBR,Flagstaff 1,USA,Utility,N,345.0,,
1968,FSC,USBR,Flagstaff 2,USA,Utility,N,345.0,,
1967,FSC,Vattenfall,T andö,Sweden,Utility,N,400.0,,
1967,FSC,Idaho Power,Boise Bench 1,USA,Utility,N,230.0,,
1967,FSC,Idaho Power,Boise Bench 2,USA,Utility,N,230.0,,
1967,FSC,Idaho Power,Boise Bench 3,USA,Utility,N,230.0,,
1967,FSC,Idaho Power,Boise Bench 4,USA,Utility,N,230.0,,
1967,FSC,Cadafe,Barbacoa 1,Venezuela,Utility,N,230.0,,
1967,FSC,Cadafe,Barbacoa 2,Venezuela,Utility,N,230.0,,
1967,FSC,Cadafe,Bolivar 1,Venezuela,Utility,N,230.0,,
1967,FSC,Cadafe,Bolivar 2,Venezuela,Utility,N,230.0,,
1966,FSC,Pacific Gas & Electric,Table Mountain 1,USA,Utility,N,500.0,,
1966,FSC,Pacific Gas & Electric,Table Mountain 2,USA,Utility,N,500.0,,
1966,FSC,Pacific Gas & Electric,Midway 1,USA,Utility,N,500.0,,
1966,FSC,Pacific Gas & Electric,Midway 2,USA,Utility,N,500.0,,
1966,FSC,Bonneville Power Administration,Bake Oven 2,USA,Utility,N,500.0,,
1966,FSC,Bonneville Power Administration,Bake Oven 3,USA,Utility,N,500.0,,
1966,FSC,Arizona Public Service,Moenkopi 1,USA,Utility,N,500.0,,
1966,FSC,Arizona Public Service,Moenkopi 2,USA,Utility,N,500.0,,
1966,FSC,Arizona Public Service,Four Corners,USA,Utility,N,500.0,,
1966,FSC,Southern California Edison,Eldorado-Moenkopi,USA,Utility,N,500.0,,486.0
1966,FSC,Southern California Edison,Eldorado-Lugo,USA,Utility,N,500.0,,282.0
1966,FSC,BPA+PG&E,Ft Rock 1,USA,Utility,N,500.0,,
1966,FSC,BPA+PG&E,Ft Rock 2,USA,Utility,N,500.0,,
1966,FSC,BPA+PG&E,Sand Springs 1,USA,Utility,N,500.0,,
1966,FSC,BPA+PG&E,Sand Springs 2,USA,Utility,N,500.0,,
1966,FSC,BPA+PG&E,Sycan 2,USA,Utility,N,500.0,,
1966,FSC,BPA+PP&L,Malin 1,USA,Utility,N,500.0,,525.0
1966,FSC,BPA+PP&L,Malin 2,USA,Utility,N,500.0,,525.0
1965,FSC,BPA+PG&E,Sycan 1,USA,Utility,N,500.0,,
1965,FSC,Bonneville Power Administration,Bake Oven 1,USA,Utility,N,500.0,,
1964,FSC,Vattenfall,Vittersjö 2,Sweden,Utility,N,400.0,,
1964,FSC,Idaho Power,Midpoint 1,USA,Utility,N,230.0,,
1964,FSC,Idaho Power,Midpoint 2,USA,Utility,N,230.0,,
1962,FSC,Arizona Public Service,Cholla 1,USA,Utility,N,345.0,,250.0
1962,FSC,Arizona Public Service,Cholla 2,USA,Utility,N,345.0,,250.0
1961,FSC,Vattenfall,Djurmo 2,Sweden,Utility,N,400.0,,
1961,FSC,Pacific Power & Light,Walla Walla,USA,Utility,N,230.0,,
1958,FSC,Vattenfall,Haverö 2,Sweden,Utility,N,400.0,,
1957,FSC,Vattenfall,Kättbo,Sweden,Utility,N,400.0,,
1953,FSC,Vattenfall,Vittersjö 1,Sweden,Utility,N,400.0,,
1952,FSC,Vattenfall,Djurmo 1,Sweden,Utility,N,400.0,,
1952,FSC,Vattenfall,Haverö 1,Sweden,Utility,N,400.0,,
1949,FSC,Bonneville Power Administration,St Andrews,USA,Utility,N,230.0,,
1948,FSC,Bonneville Power Administration,Rocky Ford,USA,Utility,N,230.0,,
1948,FSC,Vattenfall,Alfta,Sweden,Utility,N,230.0,,
1948,FSC,Bonneville Power Administration,Chekalis,USA,Utility,N,230.0,,
